1613804580,1.0633151835,1.03734399478878
1613804760,1.0645682184,1.03781745954723
1613804940,1.0528219468,1.03807840715163
1613805120,1.0527229147,1.03833309423943
1613805300,1.0563758985,1.03864688213961
1613805480,1.0545532875,1.03892351527631
1613805660,1.050449216,1.03912396224542
1613805840,1.0535698936,1.0393751958342
1613806020,1.0560122004,1.03966453504404
1613806200,1.0491593566,1.03982966237544
1613806380,1.0467298512,1.03994966565935
1613806560,1.045836,1.04005203669136
1613806740,1.0434087,1.04011041344456
1613806920,1.0337657414,1.04000007132204
1613807100,1.0388488125,1.03998004942948
1613807280,1.03938525,1.03996970509158
1613807460,1.0422621,1.04000957282912
1613807640,1.0417790433,1.04004034622861
1613807820,1.0237947298,1.03975781376898
1613808000,1.0452955424,1.039854122093
1613808180,1.0461748115,1.03996404712617
1613808360,1.04960592,1.0401317318718
1613808540,1.051058254,1.04032175834359
1613808720,1.0508966424,1.04050566937066
1613808900,1.0576264827,1.04080342264595
1613809080,1.0540834752,1.04103438008168
1613809260,1.0529997934,1.04124247422634
1613809440,1.0567958445,1.04151296762241
1613809620,1.0565877763,1.0417751382081
1613809800,1.047670092,1.04187765914362
1613809980,1.0539778106,1.04208809656025
1613810160,1.0514592138,1.04225107251224
1613810340,1.0490623614,1.04236952971029
1613810520,1.0458118952,1.0424293969362
1613810700,1.0433016292,1.04244456619296
1613810880,1.040122784,1.04240418737221
1613811060,1.0408981681,1.0423779957327
1613811240,1.0371178972,1.04228651575822
1613811420,1.0371239618,1.04219673221112
1613811600,1.0418411157,1.04219054757614
1613811780,1.0404689556,1.04216060684612
1613811960,1.0406949336,1.04213511687662
1613812140,1.0399928688,1.04209786038833
1613812320,1.0347853125,1.04197068564245
1613812500,1.0403675568,1.04194280514084
1613812680,1.0431446124,1.04196370613665
1613812860,1.0480428,1.04206942950819
1613813040,1.049507595,1.04219878890805
1613813220,1.0492279585,1.04232103533573
1613813400,1.0534539778,1.04251465172642
1613813580,1.0520116724,1.04267981730335
1613813760,1.05425737,1.0428811660459
1613813940,1.0529229582,1.04305580590945
1613814120,1.05537768,1.04327009937189
1613814300,1.0522209892,1.04342576702108
1613814480,1.0531733478,1.04359529016506
1613814660,1.0471384316,1.0436569100161
1613814840,1.0494105936,1.04375697407843
1613815020,1.0476130395,1.04382403608576
1613815200,1.0503615017,1.04393773113992
1613815380,1.0561206601,1.04414960816531
1613815560,1.0582094846,1.04439412775548
1613815740,1.054148223,1.04456376419452
1613815920,1.0598170947,1.04482903950766
1613816100,1.0572314557,1.04504473370231
1613816280,1.0587350104,1.04528282547096
1613816460,1.0562241528,1.04547310942451
1613816640,1.0571320228,1.04567587313539
1613816820,1.0568544786,1.04587028366521
1613817000,1.061306641,1.04613874205364
1613817180,1.0659248938,1.04648284904053
1613817360,1.0723727015,1.04693310734418
1613817540,1.0690289729,1.04731738326689
1613817720,1.0683070067,1.04768242019616
1613817900,1.070568832,1.04808044474927
1613818080,1.06978423,1.04845790188406
1613818260,1.065322173,1.04875119355564
1613818440,1.0685480447,1.04909548661902
1613818620,1.0673503441,1.0494129624013
1613818800,1.0605078796,1.04960591748302
1613818980,1.0603524334,1.04979281341201
1613819160,1.0654983135,1.05006595254397
1613819340,1.063429696,1.05029836547364
1613819520,1.059337383,1.05045556577845
1613819700,1.0614033895,1.05064596271274
1613819880,1.06231052,1.0508488245786
1613820060,1.0622696628,1.05104744785202
1613820240,1.0643589108,1.05127895155546
1613820420,1.0659111662,1.05153342485363
1613820600,1.063275472,1.05173763436922
1613820780,1.0600328,1.05188189811932
1613820960,1.0608635142,1.05203810013811
1613821140,1.063747177,1.05224173625745
1613821320,1.06058342,1.05238680901819
1613821500,1.0613176252,1.05254212756048
1613821680,1.060090288,1.05267339991595
1613821860,1.0579230328,1.05276469787915
1613822040,1.055361876,1.0528098661943
1613822220,1.0579838826,1.05289984908831
1613822400,1.0620857709,1.05305960425025
1613822580,1.0663891767,1.05329142290155
1613822760,1.0688729128,1.05356240533457
1613822940,1.05957078,1.05366689880701
1613823120,1.057721,1.05373740491472
1613823300,1.0518213552,1.05370408231098
1613823480,1.0549899264,1.05372644481688
1613823660,1.0573632,1.05378969273311
1613823840,1.0536283296,1.05378688641775
1613824020,1.0572038328,1.05384631157222
1613824200,1.06278912,1.05400183867531
1613824380,1.0683290256,1.05425100714357
1613824560,1.0663338399,1.05446114336542
1613824740,1.062670158,1.05460390883733
1613824920,1.0617309612,1.05472785757407
1613825100,1.0659537374,1.05492309026669
1613825280,1.0674698902,1.05514129548292
